utilization_gpu,memory_used,memory_total,power_draw,cpu_usage,time,
0 %, 3 MiB, 24576 MiB,10.60 W,10.9,4116.12,
0 %, 3 MiB, 24576 MiB,10.56 W,10.7,4117.15,
0 %, 3 MiB, 24576 MiB,10.50 W,11.1,4118.18,
0 %, 3 MiB, 24576 MiB,10.46 W,10.8,4119.22,
0 %, 3 MiB, 24576 MiB,10.66 W,10.8,4120.25,
0 %, 3 MiB, 24576 MiB,10.71 W,11.0,4121.29,
0 %, 3 MiB, 24576 MiB,9.81 W,10.7,4122.32,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,4123.35,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,4124.39,
0 %, 3 MiB, 24576 MiB,10.44 W,11.1,4125.42,
0 %, 3 MiB, 24576 MiB,10.38 W,12.4,4126.45,
0 %, 3 MiB, 24576 MiB,10.58 W,11.4,4127.49,
0 %, 3 MiB, 24576 MiB,10.01 W,11.0,4128.53,
0 %, 3 MiB, 24576 MiB,10.15 W,11.3,4129.56,
0 %, 3 MiB, 24576 MiB,10.18 W,11.3,4130.6,
0 %, 3 MiB, 24576 MiB,9.88 W,10.7,4131.64,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,4132.68,
0 %, 3 MiB, 24576 MiB,9.97 W,11.0,4133.71,
0 %, 3 MiB, 24576 MiB,10.23 W,10.9,4134.75,
0 %, 3 MiB, 24576 MiB,10.03 W,10.8,4135.79,
0 %, 3 MiB, 24576 MiB,10.09 W,10.9,4136.83,
0 %, 3 MiB, 24576 MiB,10.29 W,10.9,4137.86,
0 %, 3 MiB, 24576 MiB,10.19 W,10.8,4138.9,
0 %, 3 MiB, 24576 MiB,9.91 W,11.0,4139.94,
0 %, 3 MiB, 24576 MiB,10.05 W,10.8,4140.97,
0 %, 3 MiB, 24576 MiB,10.06 W,11.6,4142.01,
0 %, 3 MiB, 24576 MiB,10.26 W,10.8,4143.04,
0 %, 3 MiB, 24576 MiB,9.85 W,10.9,4144.08,
0 %, 3 MiB, 24576 MiB,9.62 W,11.1,4145.11,
0 %, 3 MiB, 24576 MiB,10.55 W,11.1,4146.15,
0 %, 3 MiB, 24576 MiB,10.19 W,10.8,4147.18,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,4148.21,
0 %, 3 MiB, 24576 MiB,9.90 W,10.8,4149.24,
0 %, 3 MiB, 24576 MiB,9.94 W,11.0,4150.28,
0 %, 3 MiB, 24576 MiB,10.70 W,10.9,4151.31,
0 %, 3 MiB, 24576 MiB,10.55 W,10.8,4152.35,
0 %, 3 MiB, 24576 MiB,10.40 W,10.8,4153.38,
0 %, 3 MiB, 24576 MiB,9.95 W,10.8,4154.41,
0 %, 3 MiB, 24576 MiB,9.77 W,10.8,4155.45,
0 %, 3 MiB, 24576 MiB,9.87 W,11.5,4156.48,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,4157.51,
0 %, 3 MiB, 24576 MiB,9.87 W,11.7,4158.55,
0 %, 3 MiB, 24576 MiB,9.74 W,11.0,4159.58,
0 %, 3 MiB, 24576 MiB,10.18 W,11.6,4160.61,
0 %, 3 MiB, 24576 MiB,9.75 W,10.9,4161.65,
0 %, 3 MiB, 24576 MiB,9.96 W,10.8,4162.68,
0 %, 3 MiB, 24576 MiB,9.89 W,10.9,4163.71,
0 %, 3 MiB, 24576 MiB,10.53 W,10.8,4164.75,
0 %, 3 MiB, 24576 MiB,10.58 W,11.1,4165.78,
0 %, 3 MiB, 24576 MiB,10.91 W,10.8,4166.81,
0 %, 3 MiB, 24576 MiB,9.94 W,11.9,4167.85,
0 %, 3 MiB, 24576 MiB,10.17 W,11.1,4168.88,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,4169.92,
0 %, 3 MiB, 24576 MiB,10.26 W,11.0,4170.95,
0 %, 3 MiB, 24576 MiB,10.10 W,11.8,4171.98,
0 %, 3 MiB, 24576 MiB,9.98 W,11.1,4173.01,
0 %, 3 MiB, 24576 MiB,9.79 W,10.8,4174.05,
0 %, 3 MiB, 24576 MiB,9.93 W,11.3,4175.08,
0 %, 3 MiB, 24576 MiB,9.86 W,11.4,4176.11,
0 %, 3 MiB, 24576 MiB,10.85 W,11.1,4177.15,
0 %, 3 MiB, 24576 MiB,10.50 W,10.9,4178.18,
0 %, 3 MiB, 24576 MiB,10.36 W,10.9,4179.21,
0 %, 3 MiB, 24576 MiB,10.00 W,11.0,4180.25,
0 %, 3 MiB, 24576 MiB,10.31 W,10.8,4181.28,
0 %, 3 MiB, 24576 MiB,9.98 W,10.7,4182.32,
0 %, 3 MiB, 24576 MiB,10.06 W,10.7,4183.35,
0 %, 3 MiB, 24576 MiB,10.83 W,10.8,4184.38,
0 %, 3 MiB, 24576 MiB,10.86 W,10.7,4185.42,
0 %, 3 MiB, 24576 MiB,10.79 W,11.6,4186.45,
0 %, 3 MiB, 24576 MiB,9.46 W,11.0,4187.49,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,4188.53,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,4189.56,
0 %, 3 MiB, 24576 MiB,9.85 W,11.0,4190.6,
0 %, 3 MiB, 24576 MiB,9.69 W,11.3,4191.64,
0 %, 3 MiB, 24576 MiB,10.33 W,11.0,4192.68,
0 %, 3 MiB, 24576 MiB,9.78 W,11.0,4193.72,
0 %, 3 MiB, 24576 MiB,9.88 W,11.0,4194.75,
0 %, 3 MiB, 24576 MiB,10.15 W,10.9,4195.79,
0 %, 3 MiB, 24576 MiB,10.07 W,10.9,4196.83,
0 %, 3 MiB, 24576 MiB,10.53 W,10.8,4197.86,
0 %, 3 MiB, 24576 MiB,9.93 W,11.0,4198.9,
0 %, 3 MiB, 24576 MiB,9.91 W,11.0,4199.94,
0 %, 3 MiB, 24576 MiB,9.90 W,10.9,4200.97,
0 %, 3 MiB, 24576 MiB,10.14 W,11.7,4202.01,
0 %, 3 MiB, 24576 MiB,9.68 W,11.0,4203.04,
0 %, 3 MiB, 24576 MiB,10.08 W,10.9,4204.08,
0 %, 3 MiB, 24576 MiB,9.85 W,10.9,4205.11,
0 %, 3 MiB, 24576 MiB,9.81 W,11.5,4206.15,
0 %, 3 MiB, 24576 MiB,9.91 W,11.2,4207.18,
0 %, 3 MiB, 24576 MiB,10.16 W,10.9,4208.21,
0 %, 3 MiB, 24576 MiB,10.12 W,10.8,4209.25,
0 %, 3 MiB, 24576 MiB,10.21 W,10.9,4210.28,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,4211.32,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,4212.35,
0 %, 3 MiB, 24576 MiB,9.66 W,11.0,4213.38,
0 %, 3 MiB, 24576 MiB,9.95 W,10.9,4214.42,
0 %, 3 MiB, 24576 MiB,10.88 W,11.0,4215.45,
0 %, 3 MiB, 24576 MiB,10.96 W,11.7,4216.48,
0 %, 3 MiB, 24576 MiB,10.86 W,10.8,4217.52,
0 %, 3 MiB, 24576 MiB,9.91 W,12.4,4218.55,
0 %, 3 MiB, 24576 MiB,9.88 W,11.4,4219.58,
0 %, 3 MiB, 24576 MiB,10.26 W,11.3,4220.62,
0 %, 3 MiB, 24576 MiB,10.55 W,11.9,4221.65,
0 %, 3 MiB, 24576 MiB,10.03 W,11.0,4222.68,
0 %, 3 MiB, 24576 MiB,9.99 W,10.9,4223.72,
0 %, 3 MiB, 24576 MiB,10.45 W,10.9,4224.75,
0 %, 3 MiB, 24576 MiB,10.15 W,10.8,4225.78,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,4226.82,
0 %, 3 MiB, 24576 MiB,10.32 W,10.8,4227.85,
0 %, 3 MiB, 24576 MiB,10.48 W,10.8,4228.88,
0 %, 3 MiB, 24576 MiB,9.95 W,10.8,4229.92,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,4230.95,
0 %, 3 MiB, 24576 MiB,9.99 W,11.8,4231.99,
0 %, 3 MiB, 24576 MiB,9.62 W,11.0,4233.02,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,4234.05,
0 %, 3 MiB, 24576 MiB,10.19 W,11.0,4235.09,
0 %, 3 MiB, 24576 MiB,9.83 W,11.1,4236.12,
0 %, 3 MiB, 24576 MiB,10.01 W,11.4,4237.15,
0 %, 3 MiB, 24576 MiB,9.35 W,10.9,4238.19,
0 %, 3 MiB, 24576 MiB,10.15 W,11.0,4239.22,
0 %, 3 MiB, 24576 MiB,10.46 W,10.9,4240.25,
0 %, 3 MiB, 24576 MiB,9.57 W,10.9,4241.29,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,4242.32,
0 %, 3 MiB, 24576 MiB,9.89 W,10.6,4243.35,
0 %, 3 MiB, 24576 MiB,9.67 W,10.6,4244.39,
0 %, 3 MiB, 24576 MiB,9.83 W,10.8,4245.42,
0 %, 3 MiB, 24576 MiB,9.84 W,11.6,4246.46,
0 %, 3 MiB, 24576 MiB,10.08 W,11.0,4247.49,
0 %, 3 MiB, 24576 MiB,10.56 W,10.9,4248.52,
0 %, 3 MiB, 24576 MiB,10.36 W,11.0,4249.56,
0 %, 3 MiB, 24576 MiB,10.55 W,11.0,4250.59,
0 %, 3 MiB, 24576 MiB,9.92 W,11.2,4251.62,
0 %, 3 MiB, 24576 MiB,9.53 W,11.2,4252.66,
0 %, 3 MiB, 24576 MiB,9.57 W,10.9,4253.69,
0 %, 3 MiB, 24576 MiB,10.05 W,10.9,4254.73,
0 %, 3 MiB, 24576 MiB,9.98 W,11.1,4255.76,
0 %, 3 MiB, 24576 MiB,9.92 W,10.8,4256.79,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,4257.83,
0 %, 3 MiB, 24576 MiB,9.98 W,10.8,4258.86,
0 %, 3 MiB, 24576 MiB,10.02 W,11.0,4259.89,
0 %, 3 MiB, 24576 MiB,10.10 W,11.0,4260.93,
0 %, 3 MiB, 24576 MiB,9.77 W,11.7,4261.96,
0 %, 3 MiB, 24576 MiB,9.98 W,10.8,4262.99,
0 %, 3 MiB, 24576 MiB,10.04 W,10.9,4264.03,
0 %, 3 MiB, 24576 MiB,9.62 W,11.0,4265.06,
0 %, 3 MiB, 24576 MiB,9.43 W,11.1,4266.09,
0 %, 3 MiB, 24576 MiB,9.91 W,11.3,4267.12,
0 %, 3 MiB, 24576 MiB,9.57 W,10.9,4268.16,
0 %, 3 MiB, 24576 MiB,9.64 W,10.8,4269.19,
0 %, 3 MiB, 24576 MiB,9.60 W,11.0,4270.22,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,4271.26,
0 %, 3 MiB, 24576 MiB,9.23 W,11.0,4272.29,
0 %, 3 MiB, 24576 MiB,9.53 W,11.0,4273.32,
0 %, 3 MiB, 24576 MiB,9.12 W,11.0,4274.36,
0 %, 3 MiB, 24576 MiB,9.45 W,11.0,4275.39,
0 %, 3 MiB, 24576 MiB,9.70 W,11.5,4276.42,
0 %, 3 MiB, 24576 MiB,9.39 W,10.8,4277.46,
0 %, 3 MiB, 24576 MiB,9.91 W,11.5,4278.49,
0 %, 3 MiB, 24576 MiB,10.27 W,11.0,4279.53,
0 %, 3 MiB, 24576 MiB,10.33 W,10.7,4280.56,
0 %, 3 MiB, 24576 MiB,10.90 W,11.3,4281.59,
0 %, 3 MiB, 24576 MiB,11.02 W,11.3,4282.63,
0 %, 3 MiB, 24576 MiB,10.54 W,10.9,4283.66,
0 %, 3 MiB, 24576 MiB,10.44 W,10.9,4284.69,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,4285.73,
0 %, 3 MiB, 24576 MiB,10.21 W,10.8,4286.76,
0 %, 3 MiB, 24576 MiB,10.55 W,10.9,4287.8,
0 %, 3 MiB, 24576 MiB,10.46 W,10.9,4288.83,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,4289.86,
0 %, 3 MiB, 24576 MiB,10.44 W,10.9,4290.9,
0 %, 3 MiB, 24576 MiB,9.54 W,11.6,4291.93,
0 %, 3 MiB, 24576 MiB,9.81 W,10.8,4292.96,
0 %, 3 MiB, 24576 MiB,10.28 W,11.0,4294.0,
0 %, 3 MiB, 24576 MiB,10.25 W,10.8,4295.03,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,4296.06,
0 %, 3 MiB, 24576 MiB,9.98 W,11.2,4297.1,
0 %, 3 MiB, 24576 MiB,10.00 W,11.3,4298.13,
0 %, 3 MiB, 24576 MiB,9.52 W,10.9,4299.17,
0 %, 3 MiB, 24576 MiB,9.09 W,11.1,4300.2,
0 %, 3 MiB, 24576 MiB,9.42 W,11.0,4301.23,
0 %, 3 MiB, 24576 MiB,10.04 W,10.8,4302.26,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,4303.3,
0 %, 3 MiB, 24576 MiB,9.77 W,11.1,4304.33,
0 %, 3 MiB, 24576 MiB,9.88 W,10.7,4305.37,
0 %, 3 MiB, 24576 MiB,9.87 W,11.7,4306.4,
0 %, 3 MiB, 24576 MiB,9.97 W,11.1,4307.43,
0 %, 3 MiB, 24576 MiB,10.02 W,10.8,4308.47,
0 %, 3 MiB, 24576 MiB,10.35 W,10.9,4309.5,
0 %, 3 MiB, 24576 MiB,10.24 W,10.7,4310.53,
0 %, 3 MiB, 24576 MiB,9.72 W,11.3,4311.57,
0 %, 3 MiB, 24576 MiB,9.83 W,11.3,4312.6,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,4313.64,
0 %, 3 MiB, 24576 MiB,10.56 W,10.8,4314.67,
0 %, 3 MiB, 24576 MiB,10.50 W,11.1,4315.71,
0 %, 3 MiB, 24576 MiB,10.75 W,10.8,4316.74,
0 %, 3 MiB, 24576 MiB,9.93 W,11.0,4317.77,
0 %, 3 MiB, 24576 MiB,9.61 W,11.0,4318.81,
0 %, 3 MiB, 24576 MiB,9.16 W,10.9,4319.84,
0 %, 3 MiB, 24576 MiB,9.32 W,11.0,4320.87,
0 %, 3 MiB, 24576 MiB,10.21 W,11.6,4321.91,
0 %, 3 MiB, 24576 MiB,9.96 W,11.0,4322.94,
0 %, 3 MiB, 24576 MiB,9.72 W,10.9,4323.97,
0 %, 3 MiB, 24576 MiB,10.16 W,10.8,4325.01,
0 %, 3 MiB, 24576 MiB,9.99 W,10.8,4326.04,
0 %, 3 MiB, 24576 MiB,9.87 W,11.0,4327.07,
0 %, 3 MiB, 24576 MiB,10.24 W,11.2,4328.11,
0 %, 3 MiB, 24576 MiB,10.05 W,10.9,4329.14,
0 %, 3 MiB, 24576 MiB,10.11 W,10.7,4330.18,
0 %, 3 MiB, 24576 MiB,9.79 W,10.8,4331.21,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,4332.24,
0 %, 3 MiB, 24576 MiB,10.21 W,11.0,4333.28,
0 %, 3 MiB, 24576 MiB,9.98 W,10.7,4334.31,
0 %, 3 MiB, 24576 MiB,10.31 W,10.8,4335.35,
0 %, 3 MiB, 24576 MiB,10.14 W,11.8,4336.38,
0 %, 3 MiB, 24576 MiB,10.02 W,11.4,4337.41,
0 %, 3 MiB, 24576 MiB,9.52 W,11.5,4338.45,
0 %, 3 MiB, 24576 MiB,9.30 W,10.9,4339.48,
0 %, 3 MiB, 24576 MiB,9.30 W,10.8,4340.51,
0 %, 3 MiB, 24576 MiB,10.05 W,10.9,4341.55,
0 %, 3 MiB, 24576 MiB,9.64 W,11.2,4342.58,
0 %, 3 MiB, 24576 MiB,9.68 W,11.3,4343.61,
0 %, 3 MiB, 24576 MiB,10.06 W,11.0,4344.65,
0 %, 3 MiB, 24576 MiB,9.92 W,11.0,4345.68,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,4346.71,
0 %, 3 MiB, 24576 MiB,11.06 W,10.9,4347.75,
0 %, 3 MiB, 24576 MiB,10.67 W,10.9,4348.78,
0 %, 3 MiB, 24576 MiB,10.71 W,10.9,4349.81,
0 %, 3 MiB, 24576 MiB,10.80 W,10.9,4350.84,
0 %, 3 MiB, 24576 MiB,10.02 W,11.5,4351.88,
0 %, 3 MiB, 24576 MiB,10.10 W,10.8,4352.91,
0 %, 3 MiB, 24576 MiB,10.13 W,10.8,4353.95,
0 %, 3 MiB, 24576 MiB,10.03 W,11.1,4354.98,
0 %, 3 MiB, 24576 MiB,10.00 W,10.9,4356.01,
0 %, 3 MiB, 24576 MiB,10.01 W,11.1,4357.05,
0 %, 3 MiB, 24576 MiB,9.66 W,11.1,4358.08,
0 %, 3 MiB, 24576 MiB,9.39 W,11.4,4359.11,
0 %, 3 MiB, 24576 MiB,9.23 W,10.7,4360.15,
0 %, 3 MiB, 24576 MiB,9.80 W,10.8,4361.18,
0 %, 3 MiB, 24576 MiB,9.77 W,10.7,4362.21,
0 %, 3 MiB, 24576 MiB,9.73 W,11.1,4363.25,
0 %, 3 MiB, 24576 MiB,9.56 W,10.8,4364.28,
0 %, 3 MiB, 24576 MiB,9.92 W,10.7,4365.32,
0 %, 3 MiB, 24576 MiB,9.85 W,11.8,4366.35,
0 %, 3 MiB, 24576 MiB,9.44 W,11.1,4367.38,
0 %, 3 MiB, 24576 MiB,10.11 W,10.6,4368.42,
0 %, 3 MiB, 24576 MiB,10.05 W,11.1,4369.45,
0 %, 3 MiB, 24576 MiB,10.38 W,10.8,4370.48,
0 %, 3 MiB, 24576 MiB,9.93 W,10.9,4371.52,
0 %, 3 MiB, 24576 MiB,10.25 W,11.2,4372.55,
0 %, 3 MiB, 24576 MiB,9.73 W,11.3,4373.59,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,4374.62,
0 %, 3 MiB, 24576 MiB,9.71 W,10.8,4375.65,
0 %, 3 MiB, 24576 MiB,10.47 W,10.9,4376.69,
0 %, 3 MiB, 24576 MiB,9.71 W,10.8,4377.72,
0 %, 3 MiB, 24576 MiB,9.52 W,11.0,4378.76,
0 %, 3 MiB, 24576 MiB,9.75 W,11.0,4379.79,
0 %, 3 MiB, 24576 MiB,10.55 W,10.9,4380.83,
0 %, 3 MiB, 24576 MiB,10.56 W,11.8,4381.86,
0 %, 3 MiB, 24576 MiB,10.15 W,11.1,4382.89,
0 %, 3 MiB, 24576 MiB,10.43 W,10.9,4383.93,
0 %, 3 MiB, 24576 MiB,9.86 W,11.0,4384.96,
0 %, 3 MiB, 24576 MiB,9.38 W,10.8,4385.99,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,4387.03,
0 %, 3 MiB, 24576 MiB,10.45 W,11.3,4388.06,
0 %, 3 MiB, 24576 MiB,10.20 W,11.2,4389.09,
0 %, 3 MiB, 24576 MiB,9.80 W,11.0,4390.13,
0 %, 3 MiB, 24576 MiB,10.38 W,11.0,4391.16,
0 %, 3 MiB, 24576 MiB,10.06 W,10.9,4392.19,
0 %, 3 MiB, 24576 MiB,9.76 W,10.8,4393.23,
0 %, 3 MiB, 24576 MiB,10.24 W,11.0,4394.26,
0 %, 3 MiB, 24576 MiB,10.36 W,11.0,4395.29,
0 %, 3 MiB, 24576 MiB,10.33 W,11.5,4396.33,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,4397.36,
0 %, 3 MiB, 24576 MiB,9.86 W,11.5,4398.39,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,4399.43,
0 %, 3 MiB, 24576 MiB,10.01 W,10.9,4400.46,
0 %, 3 MiB, 24576 MiB,9.80 W,10.9,4401.49,
0 %, 3 MiB, 24576 MiB,9.51 W,11.3,4402.53,
0 %, 3 MiB, 24576 MiB,9.84 W,10.9,4403.56,
0 %, 3 MiB, 24576 MiB,9.64 W,11.4,4404.59,
0 %, 3 MiB, 24576 MiB,9.74 W,10.9,4405.63,
0 %, 3 MiB, 24576 MiB,9.36 W,10.9,4406.66,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,4407.69,
0 %, 3 MiB, 24576 MiB,10.03 W,11.0,4408.73,
0 %, 3 MiB, 24576 MiB,10.02 W,11.0,4409.76,
0 %, 3 MiB, 24576 MiB,9.91 W,10.9,4410.8,
0 %, 3 MiB, 24576 MiB,10.10 W,11.7,4411.83,
0 %, 3 MiB, 24576 MiB,10.17 W,11.2,4412.86,
0 %, 3 MiB, 24576 MiB,10.46 W,10.9,4413.9,
0 %, 3 MiB, 24576 MiB,10.47 W,10.9,4414.93,
0 %, 3 MiB, 24576 MiB,10.82 W,11.1,4415.96,
0 %, 3 MiB, 24576 MiB,10.61 W,10.8,4417.0,
0 %, 3 MiB, 24576 MiB,9.74 W,11.3,4418.03,
0 %, 3 MiB, 24576 MiB,9.57 W,11.1,4419.07,
0 %, 3 MiB, 24576 MiB,9.43 W,11.0,4420.1,
0 %, 3 MiB, 24576 MiB,9.62 W,10.7,4421.14,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,4422.17,
0 %, 3 MiB, 24576 MiB,9.70 W,11.1,4423.2,
0 %, 3 MiB, 24576 MiB,9.42 W,11.0,4424.24,
0 %, 3 MiB, 24576 MiB,9.40 W,10.9,4425.27,
0 %, 3 MiB, 24576 MiB,9.88 W,11.5,4426.3,
0 %, 3 MiB, 24576 MiB,9.66 W,10.8,4427.34,
0 %, 3 MiB, 24576 MiB,9.63 W,11.0,4428.37,
0 %, 3 MiB, 24576 MiB,9.74 W,10.8,4429.4,
0 %, 3 MiB, 24576 MiB,9.61 W,11.0,4430.44,
0 %, 3 MiB, 24576 MiB,9.46 W,10.8,4431.47,
0 %, 3 MiB, 24576 MiB,9.45 W,10.9,4432.51,
0 %, 3 MiB, 24576 MiB,9.35 W,11.0,4433.54,
0 %, 3 MiB, 24576 MiB,9.66 W,11.4,4434.57,
0 %, 3 MiB, 24576 MiB,9.74 W,11.0,4435.61,
0 %, 3 MiB, 24576 MiB,9.46 W,10.9,4436.64,
0 %, 3 MiB, 24576 MiB,10.23 W,10.8,4437.67,
0 %, 3 MiB, 24576 MiB,10.14 W,10.9,4438.71,
0 %, 3 MiB, 24576 MiB,9.73 W,11.1,4439.74,
0 %, 3 MiB, 24576 MiB,10.27 W,10.8,4440.77,
0 %, 3 MiB, 24576 MiB,10.01 W,11.3,4441.81,
0 %, 3 MiB, 24576 MiB,10.55 W,10.8,4442.84,
0 %, 3 MiB, 24576 MiB,9.82 W,11.0,4443.87,
0 %, 3 MiB, 24576 MiB,10.04 W,10.7,4444.91,
0 %, 3 MiB, 24576 MiB,9.73 W,10.9,4445.94,
0 %, 3 MiB, 24576 MiB,10.55 W,10.8,4446.98,
0 %, 3 MiB, 24576 MiB,10.45 W,11.2,4448.01,
0 %, 3 MiB, 24576 MiB,10.79 W,11.0,4449.05,
0 %, 3 MiB, 24576 MiB,10.66 W,11.2,4450.08,
0 %, 3 MiB, 24576 MiB,9.60 W,11.0,4451.11,
0 %, 3 MiB, 24576 MiB,9.67 W,10.9,4452.15,
0 %, 3 MiB, 24576 MiB,9.77 W,11.0,4453.18,
0 %, 3 MiB, 24576 MiB,10.31 W,11.0,4454.21,
0 %, 3 MiB, 24576 MiB,10.14 W,11.1,4455.25,
0 %, 3 MiB, 24576 MiB,10.09 W,11.5,4456.28,
0 %, 3 MiB, 24576 MiB,10.19 W,11.1,4457.31,
0 %, 3 MiB, 24576 MiB,10.05 W,11.4,4458.35,
0 %, 3 MiB, 24576 MiB,9.34 W,10.9,4459.38,
0 %, 3 MiB, 24576 MiB,9.87 W,10.8,4460.42,
0 %, 3 MiB, 24576 MiB,9.71 W,10.8,4461.45,
0 %, 3 MiB, 24576 MiB,9.99 W,10.7,4462.48,
0 %, 3 MiB, 24576 MiB,9.34 W,11.1,4463.51,
0 %, 3 MiB, 24576 MiB,9.56 W,11.0,4464.55,
0 %, 3 MiB, 24576 MiB,9.64 W,11.1,4465.58,
0 %, 3 MiB, 24576 MiB,9.87 W,10.9,4466.62,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,4467.65,
0 %, 3 MiB, 24576 MiB,9.69 W,10.9,4468.68,
0 %, 3 MiB, 24576 MiB,10.02 W,11.0,4469.72,
0 %, 3 MiB, 24576 MiB,9.65 W,11.0,4470.75,
0 %, 3 MiB, 24576 MiB,9.59 W,11.5,4471.78,
0 %, 3 MiB, 24576 MiB,9.39 W,11.1,4472.82,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,4473.85,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,4474.88,
0 %, 3 MiB, 24576 MiB,10.13 W,10.8,4475.92,
0 %, 3 MiB, 24576 MiB,9.97 W,10.8,4476.95,
0 %, 3 MiB, 24576 MiB,10.36 W,11.0,4477.98,
0 %, 3 MiB, 24576 MiB,9.62 W,11.2,4479.02,
0 %, 3 MiB, 24576 MiB,9.67 W,11.5,4480.05,
0 %, 3 MiB, 24576 MiB,9.66 W,10.9,4481.08,
0 %, 3 MiB, 24576 MiB,10.13 W,10.7,4482.12,
0 %, 3 MiB, 24576 MiB,10.31 W,11.1,4483.15,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,4484.19,
0 %, 3 MiB, 24576 MiB,10.11 W,11.0,4485.22,
0 %, 3 MiB, 24576 MiB,10.05 W,11.7,4486.25,
0 %, 3 MiB, 24576 MiB,10.08 W,11.0,4487.29,
0 %, 3 MiB, 24576 MiB,10.41 W,11.0,4488.32,
0 %, 3 MiB, 24576 MiB,10.02 W,10.8,4489.35,
0 %, 3 MiB, 24576 MiB,9.79 W,10.8,4490.39,
0 %, 3 MiB, 24576 MiB,9.77 W,11.1,4491.42,
0 %, 3 MiB, 24576 MiB,9.90 W,11.0,4492.45,
0 %, 3 MiB, 24576 MiB,10.08 W,11.2,4493.49,
0 %, 3 MiB, 24576 MiB,10.15 W,11.1,4494.52,
0 %, 3 MiB, 24576 MiB,9.61 W,11.4,4495.56,
0 %, 3 MiB, 24576 MiB,9.62 W,11.0,4496.59,
0 %, 3 MiB, 24576 MiB,9.71 W,10.9,4497.62,
0 %, 3 MiB, 24576 MiB,9.07 W,10.8,4498.66,
0 %, 3 MiB, 24576 MiB,9.33 W,11.0,4499.69,
0 %, 3 MiB, 24576 MiB,9.81 W,10.9,4500.72,
0 %, 3 MiB, 24576 MiB,9.86 W,11.7,4501.76,
0 %, 3 MiB, 24576 MiB,9.69 W,11.0,4502.79,
0 %, 3 MiB, 24576 MiB,9.64 W,10.9,4503.82,
0 %, 3 MiB, 24576 MiB,10.02 W,10.9,4504.86,
0 %, 3 MiB, 24576 MiB,10.11 W,10.9,4505.89,
0 %, 3 MiB, 24576 MiB,9.93 W,10.8,4506.92,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,4507.96,
0 %, 3 MiB, 24576 MiB,10.11 W,11.1,4508.99,
0 %, 3 MiB, 24576 MiB,10.14 W,10.8,4510.02,
0 %, 3 MiB, 24576 MiB,9.55 W,11.3,4511.06,
0 %, 3 MiB, 24576 MiB,9.72 W,11.0,4512.09,
0 %, 3 MiB, 24576 MiB,9.97 W,10.9,4513.13,
0 %, 3 MiB, 24576 MiB,10.20 W,11.1,4514.16,
0 %, 3 MiB, 24576 MiB,10.23 W,10.9,4515.2,
0 %, 3 MiB, 24576 MiB,10.23 W,11.5,4516.23,
0 %, 3 MiB, 24576 MiB,9.99 W,11.0,4517.26,
0 %, 3 MiB, 24576 MiB,9.99 W,11.0,4518.3,
0 %, 3 MiB, 24576 MiB,10.30 W,12.6,4519.33,
0 %, 3 MiB, 24576 MiB,10.20 W,10.8,4520.36,
0 %, 3 MiB, 24576 MiB,9.77 W,10.9,4521.4,
0 %, 3 MiB, 24576 MiB,10.25 W,11.5,4522.43,
0 %, 3 MiB, 24576 MiB,10.28 W,11.0,4523.46,
0 %, 3 MiB, 24576 MiB,10.36 W,11.2,4524.5,
0 %, 3 MiB, 24576 MiB,10.45 W,11.1,4525.53,
0 %, 3 MiB, 24576 MiB,9.86 W,10.9,4526.57,
0 %, 3 MiB, 24576 MiB,10.25 W,10.9,4527.6,
